locusName	Best_hit_arabi_name	arabi-symbol	arabi-defline	at_tf_family	pt_tf_family
Potri.009G163800	AT2G27510.1	ATFD3,FD3	ferredoxin 3	-	-
Potri.009G163900	AT3G52740.1	-	-	-	-
Potri.009G164000	AT3G52740.1	-	-	-	-
Potri.009G164100	AT2G36250.1	ATFTSZ2-1,FTSZ2-1	Tubulin/FtsZ family protein	-	-
Potri.009G164200	AT1G67190.1	-	F-box/RNI-like superfamily protein	-	-
Potri.009G164300	AT1G08320.1	bZIP21,TGA9	bZIP transcription factor family protein	bZIP	bZIP
Potri.009G164400	AT5G22450.1	-	-	-	-
Potri.009G164500	AT3G44460.1	AtbZIP67,DPBF2	Basic-leucine zipper (bZIP) transcription factor family protein	bZIP	bZIP
Potri.009G164600	AT3G44510.2	-	alpha/beta-Hydrolases superfamily protein	-	-
Potri.009G164700	-	-	-	-	-
Potri.009G164800	-	-	-	-	-
Potri.009G164900	AT3G48410.1	-	alpha/beta-Hydrolases superfamily protein	-	-
Potri.009G165000	AT5G40810.1	-	Cytochrome C1 family	-	-
Potri.009G165100	AT2G27550.1	ATC	centroradialis	-	-
Potri.009G165200	AT4G35260.1	IDH-I,IDH1	isocitrate dehydrogenase 1	-	-
Potri.009G165300	AT2G17980.1	ATSLY1	Sec1/munc18-like (SM) proteins superfamily	-	-
Potri.009G165400	AT4G38370.1	-	Phosphoglycerate mutase family protein	-	-
Potri.009G165500	AT3G07870.1	-	F-box and associated interaction domains-containing protein	-	-
Potri.009G165600	AT4G38360.2	LAZ1	Protein of unknown function (DUF300)	-	-
Potri.009G165700	AT3G50360.1	ATCEN2,CEN1,CEN2	centrin2	-	-
Potri.009G165800	AT1G76310.1	CYCB2;4	CYCLIN B2;4	-	-
Potri.009G165900	AT5G42340.1	PUB15	Plant U-Box 15	-	-
Potri.009G166000	AT2G17200.1	DSK2	ubiquitin family protein	-	-
Potri.009G166100	AT2G45250.1	-	Integral membrane protein hemolysin-III homolog	-	-
Potri.009G166200	AT4G35280.1	-	C2H2-like zinc finger protein	C2H2	-
Potri.009G166300	AT4G35270.1	-	Plant regulator RWP-RK family protein	Nin-like	Nin-like
Potri.009G166400	AT4G35270.1	-	Plant regulator RWP-RK family protein	Nin-like	Nin-like
Potri.009G166500	AT1G48720.1	-	-	-	-
Potri.009G166600	-	-	-	-	-
Potri.009G166700	-	-	-	-	-
Potri.009G166800	AT4G35270.1	-	Plant regulator RWP-RK family protein	Nin-like	Nin-like
Potri.009G166900	AT2G17150.1	-	Plant regulator RWP-RK family protein	Nin-like	Nin-like
Potri.009G167000	AT4G38350.1	-	Patched family protein	-	-
Potri.009G167100	AT2G04865.1	-	Aminotransferase-like, plant mobile domain family protein	-	-
Potri.009G167200	-	-	-	-	-
Potri.009G167300	AT2G17210.1	-	Tetratricopeptide repeat (TPR)-like superfamily protein	-	-
Potri.009G167400	AT2G17220.1	-	Protein kinase superfamily protein	-	-
Potri.009G167500	AT1G20670.1	-	DNA-binding bromodomain-containing protein	-	-
Potri.009G167600	AT2G27790.1	-	RNA-binding (RRM/RBD/RNP motifs) family protein	-	-
Potri.009G167700	AT2G23240.2	-	Plant EC metallothionein-like protein, family 15	-	-
Potri.009G167800	AT2G17230.1	EXL5	EXORDIUM like 5	-	-
Potri.009G167900	AT4G38250.1	-	Transmembrane amino acid transporter family protein	-	-
Potri.009G168000	AT4G38240.2	CGL,CGL1,GNTI	alpha-1,3-mannosyl-glycoprotein beta-1,2-N-acetylglucosaminyltransferase, putative	-	-
Potri.009G168100	AT2G17250.1	EMB2762	CCAAT-binding factor	-	-
Potri.009G168200	AT5G44370.1	PHT4;6	phosphate transporter 4;6	-	-
Potri.009G168300	AT4G35290.1	ATGLR3.2,ATGLUR2,GLR3.2,GLUR2	glutamate receptor 2	-	-
Potri.009G168400	AT2G17265.1	DMR1,HSK	homoserine kinase	-	-
Potri.009G168500	AT4G35300.4	TMT2	tonoplast monosaccharide transporter2	-	-
Potri.009G168600	AT2G17290.1	ATCDPK3,ATCPK6,CPK6	Calcium-dependent protein kinase family protein	-	-
Potri.009G168700	-	-	-	-	-
Potri.009G168800	AT4G35320.1	-	-	-	-
Potri.009G168900	AT4G35350.1	XCP1	xylem cysteine peptidase 1	-	-
Potri.009G169000	AT4G35360.1	-	Uncharacterised conserved protein (UCP030210)	-	-
Potri.009G169100	AT4G18180.1	-	Pectin lyase-like superfamily protein	-	-
Potri.009G169200	AT2G17350.1	-	-	-	-
Potri.009G169300	AT4G38220.1	-	Peptidase M20/M25/M40 family protein	-	-
Potri.009G169400	-	-	-	-	-
Potri.009G169500	AT4G38210.1	ATEXP20,ATEXPA20,ATHEXP ALPHA 1.23,EXP20,EXPA20	expansin A20	-	-
Potri.009G169600	AT5G09320.1	VPS9B	Vacuolar sorting protein 9 (VPS9) domain	-	-
Potri.009G169700	AT5G64050.1	ATERS,ERS,OVA3	glutamate tRNA synthetase	-	-
Potri.009G169800	AT4G38200.1	-	SEC7-like guanine nucleotide exchange family protein	-	-
Potri.009G169900	AT1G76490.1	HMG1,HMGR1	hydroxy methylglutaryl CoA reductase 1	-	-
Potri.009G170000	AT4G38190.1	ATCSLD4,CSLD4	cellulose synthase like D4	-	-
Potri.009G170100	AT4G38180.1	FRS5	FAR1-related sequence 5	FAR1	FAR1
Potri.009G170200	AT4G02410.1	-	Concanavalin A-like lectin protein kinase family protein	-	-
Potri.009G170300	AT4G38160.2	pde191	Mitochondrial transcription termination factor family protein	-	-
Potri.009G170400	-	-	-	-	-
Potri.009G170500	AT4G38140.1	-	RING/U-box superfamily protein	-	-
Potri.009G170600	AT5G58140.1	NPL1,PHOT2	phototropin 2	-	-
Potri.009G170700	AT4G38130.1	ATHD1,ATHDA19,HD1,HDA1,HDA19,RPD3A	histone deacetylase 1	-	-
Potri.010G000100	AT2G01050.1	-	zinc ion binding;nucleic acid binding	-	-
Potri.010G000200	AT1G24020.2	MLP423	MLP-like protein 423	-	-
Potri.010G000300	-	-	-	-	-
Potri.010G000400	AT1G24020.2	MLP423	MLP-like protein 423	-	-
Potri.010G000500	AT1G24020.1	MLP423	MLP-like protein 423	-	-
Potri.010G000600	AT1G24020.1	MLP423	MLP-like protein 423	-	-
Potri.010G000700	AT5G49220.1	-	Protein of unknown function (DUF789)	-	-
Potri.010G000800	AT5G49230.1	HRB1	Drought-responsive family protein	-	-
Potri.010G000900	-	-	-	-	-
Potri.010G001000	AT4G16110.1	ARR2,RR2	response regulator 2	ARR-B	ARR-B
Potri.010G001100	AT4G16120.1	ATSEB1,COBL7,SEB1	COBRA-like protein-7 precursor	-	-
Potri.010G001200	-	-	-	-	-
Potri.010G001300	AT3G06740.1	GATA15	GATA transcription factor 15	GATA	GATA
Potri.010G001400	AT3G06720.1	AIMP ALPHA,AT-IMP,ATKAP ALPHA,IMPA-1,IMPA1	importin alpha isoform 1	-	-
Potri.010G001500	AT1G48210.2	-	Protein kinase superfamily protein	-	-
Potri.010G001600	AT5G18500.1	-	Protein kinase superfamily protein	-	-
Potri.010G001700	AT3G17430.1	-	Nucleotide-sugar transporter family protein	-	-
Potri.010G001800	-	-	-	-	-
Potri.010G001900	AT3G17440.1	ATNPSN13,NPSN13	novel plant snare 13	-	-
Potri.010G002000	AT3G06483.1	ATPDHK,PDK	pyruvate dehydrogenase kinase	-	-
Potri.010G002100	AT5G30495.2	-	Fcf2 pre-rRNA processing protein	-	-
Potri.010G002200	AT1G09520.1	-	-	-	-
Potri.010G002300	AT3G17465.1	RPL3P	ribosomal protein L3 plastid	-	-
Potri.010G002400	AT3G17470.1	ATCRSH,CRSH	Ca2+-activated RelA/spot homolog	-	-
Potri.010G002500	AT3G17510.1	CIPK1,SnRK3.16	CBL-interacting protein kinase 1	-	-
Potri.010G002600	AT1G72100.1	-	late embryogenesis abundant domain-containing protein / LEA domain-containing protein	-	-
Potri.010G002700	AT3G06950.1	-	Pseudouridine synthase family protein	-	-
Potri.010G002800	AT3G06960.1	PDE320,TGD4	pigment defective 320	-	-
Potri.010G002900	AT5G48960.1	-	HAD-superfamily hydrolase, subfamily IG, 5\'-nucleotidase	-	-
Potri.010G003000	AT2G47000.1	ABCB4,ATPGP4,MDR4,PGP4	ATP binding cassette subfamily B4	-	-
Potri.010G003100	AT1G48280.1	-	hydroxyproline-rich glycoprotein family protein	-	-
Potri.010G003200	AT1G48300.1	-	-	-	-
Potri.010G003300	AT1G48310.1	CHA18,CHR18	chromatin remodeling factor18	-	-
Potri.010G003400	AT1G62290.1	-	Saposin-like aspartyl protease family protein	-	-
Potri.010G003500	AT5G28050.1	-	Cytidine/deoxycytidylate deaminase family protein	-	-
Potri.010G003600	AT1G48320.1	-	Thioesterase superfamily protein	-	-
Potri.010G003700	AT5G09995.1	-	-	-	-
Potri.010G003800	AT1G48320.1	-	Thioesterase superfamily protein	-	-
Potri.010G003900	AT3G05858.1	-	-	-	-
Potri.010G004000	AT1G48330.1	-	-	-	-
Potri.010G004100	AT3G17590.1	BSH,CHE1	transcription regulatory protein SNF5, putative (BSH)	-	-
Potri.010G004200	AT3G17609.2	HYH	HY5-homolog	bZIP	bZIP
Potri.010G004300	AT1G57560.1	AtMYB50,MYB50	myb domain protein 50	MYB	MYB
Potri.010G004400	AT5G26670.1	-	Pectinacetylesterase family protein	-	-
Potri.010G004500	AT1G16250.1	-	Galactose oxidase/kelch repeat superfamily protein	-	-
Potri.010G004600	AT3G17611.1	ATRBL14,RBL14	RHOMBOID-like protein 14	-	-
Potri.010G004700	AT3G06980.1	-	DEA(D/H)-box RNA helicase family protein	-	-
Potri.010G004800	AT3G17630.1	ATCHX19,CHX19	cation/H+ exchanger 19	-	-
Potri.010G004900	-	-	-	-	-
Potri.010G005000	AT1G48350.1	-	Ribosomal L18p/L5e family protein	-	-
Potri.010G005100	AT4G24975.1	-	Plant self-incompatibility protein S1 family	-	-
Potri.010G005200	AT3G17630.1	ATCHX19,CHX19	cation/H+ exchanger 19	-	-
Potri.010G005300	AT1G06330.1	-	Heavy metal transport/detoxification superfamily protein 	-	-
Potri.010G005400	AT5G11240.1	-	transducin family protein / WD-40 repeat family protein	-	-
Potri.010G005500	AT3G16850.1	-	Pectin lyase-like superfamily protein	-	-
Potri.010G005600	AT3G16810.1	APUM24,PUM24	pumilio 24	-	-
Potri.010G005700	AT3G06778.1	-	Chaperone DnaJ-domain superfamily protein	-	-
Potri.010G005800	AT4G16070.1	-	Mono-/di-acylglycerol lipase, N-terminal;Lipase, class 3	-	-
Potri.010G005900	AT1G78850.1	-	D-mannose binding lectin protein with Apple-like carbohydrate-binding domain	-	-
Potri.010G006000	AT4G16060.1	-	-	-	-
Potri.010G006100	AT3G05640.1	-	Protein phosphatase 2C family protein	-	-
Potri.010G006200	AT3G05640.2	-	Protein phosphatase 2C family protein	-	-
Potri.010G006300	AT3G16785.1	PLD ZETA 1,PLDP1,PLDZ1,PLDZETA1	phospholipase D P1	-	-
Potri.010G006400	-	-	-	-	-
Potri.010G006500	-	-	-	-	-
Potri.010G006600	AT3G06780.1	-	glycine-rich protein	-	-
Potri.010G006700	-	-	-	-	-
Potri.010G006800	AT3G16770.1	ATEBP,EBP,ERF72,RAP2.3	ethylene-responsive element binding protein	ERF	ERF
Potri.010G006900	-	-	-	-	-
Potri.010G007000	AT3G16760.1	-	Tetratricopeptide repeat (TPR)-like superfamily protein	-	-
Potri.010G007100	-	-	-	-	-
Potri.010G007200	AT3G06790.2	-	plastid developmental protein DAG, putative	-	-
Potri.010G007300	AT4G18180.1	-	Pectin lyase-like superfamily protein	-	-
Potri.010G007400	-	-	-	-	-
Potri.010G007500	AT1G17860.1	-	Kunitz family trypsin and protease inhibitor protein	-	-
Potri.010G007600	-	-	-	-	-
Potri.010G007700	AT1G73325.1	-	Kunitz family trypsin and protease inhibitor protein	-	-
Potri.010G007800	AT1G73325.1	-	Kunitz family trypsin and protease inhibitor protein	-	-
Potri.010G007900	AT1G17860.1	-	Kunitz family trypsin and protease inhibitor protein	-	-
Potri.010G008000	AT3G17630.1	ATCHX19,CHX19	cation/H+ exchanger 19	-	-
Potri.010G008100	-	-	-	-	-
Potri.010G008200	AT1G48350.1	-	Ribosomal L18p/L5e family protein	-	-
Potri.010G008300	AT3G17080.1	-	Plant self-incompatibility protein S1 family	-	-
Potri.010G008400	AT3G17630.1	ATCHX19,CHX19	cation/H+ exchanger 19	-	-
Potri.010G008500	AT5G11240.1	-	transducin family protein / WD-40 repeat family protein	-	-
Potri.010G008600	AT3G16850.1	-	Pectin lyase-like superfamily protein	-	-
Potri.010G008700	AT3G16810.1	APUM24,PUM24	pumilio 24	-	-
Potri.010G008800	AT4G16070.1	-	Mono-/di-acylglycerol lipase, N-terminal;Lipase, class 3	-	-
Potri.010G008900	AT1G78850.1	-	D-mannose binding lectin protein with Apple-like carbohydrate-binding domain	-	-
Potri.010G009000	AT4G16060.1	-	-	-	-
Potri.010G009100	AT3G05640.1	-	Protein phosphatase 2C family protein	-	-
Potri.010G009200	AT3G05640.1	-	Protein phosphatase 2C family protein	-	-
Potri.010G009300	AT3G11080.1	AtRLP35,RLP35	receptor like protein 35	-	-
Potri.010G009400	AT4G13810.2	AtRLP47,RLP47	receptor like protein 47	-	-
Potri.010G009500	AT3G28890.1	AtRLP43,RLP43	receptor like protein 43	-	-
Potri.010G009600	AT4G27680.1	-	P-loop containing nucleoside triphosphate hydrolases superfamily protein	-	-
Potri.010G009700	-	-	-	-	-
Potri.010G009800	AT4G27680.1	-	P-loop containing nucleoside triphosphate hydrolases superfamily protein	-	-
Potri.010G009900	AT4G13820.1	-	Leucine-rich repeat (LRR) family protein	-	-
Potri.010G010000	AT4G27680.1	-	P-loop containing nucleoside triphosphate hydrolases superfamily protein	-	-
Potri.010G010100	AT2G33060.1	AtRLP27,RLP27	receptor like protein 27	-	-
Potri.010G010200	-	-	-	-	-
Potri.010G010300	-	-	-	-	-
Potri.010G010400	-	-	-	-	-
Potri.010G010500	AT3G16720.1	ATL2,TL2	TOXICOS EN LEVADURA 2	-	-
Potri.010G010600	AT3G06840.1	-	-	-	-
Potri.010G010700	AT4G15960.1	-	alpha/beta-Hydrolases superfamily protein	-	-
Potri.010G010800	AT4G15960.1	-	alpha/beta-Hydrolases superfamily protein	-	-
Potri.010G010900	AT4G15960.1	-	alpha/beta-Hydrolases superfamily protein	-	-
Potri.010G011000	AT4G15940.1	-	Fumarylacetoacetate (FAA) hydrolase family	-	-
Potri.010G011100	AT1G02790.1	PGA4	polygalacturonase 4	-	-
Potri.010G011200	AT1G02790.1	PGA4	polygalacturonase 4	-	-
Potri.010G011300	AT3G06850.2	BCE2,DIN3,LTA1	2-oxoacid dehydrogenases acyltransferase family protein	-	-
Potri.010G011400	AT5G49130.1	-	MATE efflux family protein	-	-
Potri.010G011500	-	-	-	-	-
Potri.010G011600	AT2G35040.1	-	AICARFT/IMPCHase bienzyme family protein	-	-
Potri.010G011700	AT5G49120.1	-	Protein of unknown function (DUF581)	-	-
Potri.010G011800	AT5G49110.1	-	-	-	-
Potri.010G011900	AT3G06860.1	ATMFP2,MFP2	multifunctional protein 2	-	-
Potri.010G012000	AT5G49100.1	-	-	-	-
Potri.010G012100	AT4G15910.1	ATDI21,DI21	drought-induced 21	-	-
Potri.010G012200	-	-	-	-	-
Potri.010G012300	-	-	-	-	-
Potri.010G012400	AT3G16660.1	-	Pollen Ole e 1 allergen and extensin family protein	-	-
Potri.010G012500	AT5G49070.2	KCS21	3-ketoacyl-CoA synthase 21	-	-
Potri.010G012600	AT5G49070.1	KCS21	3-ketoacyl-CoA synthase 21	-	-
Potri.010G012700	AT3G05560.3	-	Ribosomal L22e protein family	-	-
Potri.010G012800	AT4G15900.1	PRL1	pleiotropic regulatory locus 1	-	-
Potri.010G012900	AT1G26940.1	-	Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein	-	-
Potri.010G013000	-	-	-	-	-
Potri.010G013100	AT3G06890.1	-	-	-	-
Potri.010G013200	AT5G49060.1	-	Heat shock protein DnaJ, N-terminal with domain of unknown function (DUF1977)	-	-
Potri.010G013300	AT4G15890.1	-	binding	-	-
Potri.010G013400	AT3G16640.1	TCTP	translationally controlled tumor protein	-	-
Potri.010G013500	AT3G16630.1	ATKINESIN-13A,KINESIN-13A	P-loop containing nucleoside triphosphate hydrolases superfamily protein	-	-
Potri.010G013600	-	-	-	-	-
Potri.010G013700	AT4G15880.1	ATESD4,ESD4	Cysteine proteinases superfamily protein	-	-
Potri.010G013800	AT2G01050.1	-	zinc ion binding;nucleic acid binding	-	-
Potri.010G013900	-	-	-	-	-
Potri.010G014000	AT4G15840.1	-	BTB/POZ domain-containing protein	-	-
Potri.010G014100	AT3G06920.1	-	Tetratricopeptide repeat (TPR)-like superfamily protein	-	-
Potri.010G014200	AT4G15830.1	-	ARM repeat superfamily protein	-	-
Potri.010G014300	AT4G02510.1	ATTOC159,PPI2,TOC159,TOC160,TOC86	translocon at the outer envelope membrane of chloroplasts 159	-	-
Potri.010G014400	AT4G02510.1	ATTOC159,PPI2,TOC159,TOC160,TOC86	translocon at the outer envelope membrane of chloroplasts 159	-	-
Potri.010G014500	AT5G49030.3	OVA2	tRNA synthetase class I (I, L, M and V) family protein	-	-
Potri.010G014600	AT5G49020.1	ATPRMT4A,PRMT4A	protein arginine methyltransferase 4A	-	-
Potri.010G014700	AT3G21480.1	-	BRCT domain-containing DNA repair protein	-	-
Potri.010G014800	AT3G06330.1	-	RING/U-box superfamily protein	-	-
Potri.010G014900	-	-	-	-	-
Potri.010G015000	AT1G64295.1	-	F-box associated ubiquitination effector family protein	-	-
Potri.010G015100	-	-	-	-	-
Potri.010G015200	AT4G15560.1	CLA,CLA1,DEF,DXPS2,DXS	Deoxyxylulose-5-phosphate synthase	-	-
Potri.010G015300	AT3G21490.1	-	Heavy metal transport/detoxification superfamily protein 	-	-
Potri.010G015400	AT4G21380.1	ARK3,RK3	receptor kinase 3	-	-
Potri.010G015500	AT4G21380.1	ARK3,RK3	receptor kinase 3	-	-
Potri.010G015600	-	-	-	-	-
Potri.010G015700	-	-	-	-	-
Potri.010G015800	AT4G21380.1	ARK3,RK3	receptor kinase 3	-	-
Potri.010G015900	AT5G39785.1	-	Protein of unknown function (DUF1666)	-	-
Potri.010G016000	AT5G20250.4	DIN10	Raffinose synthase family protein	-	-
Potri.010G016100	AT3G42170.1	-	BED zinc finger ;hAT family dimerisation domain	-	-
Potri.010G016200	AT3G53270.2	-	Small nuclear RNA activating complex (SNAPc), subunit SNAP43 protein	-	-
Potri.010G016300	AT5G20250.4	DIN10	Raffinose synthase family protein	-	-
Potri.010G016400	AT5G20250.2	DIN10	Raffinose synthase family protein	-	-
Potri.010G016500	AT5G20250.4	DIN10	Raffinose synthase family protein	-	-
Potri.010G016600	-	-	-	-	-
Potri.010G016700	AT3G42170.1	-	BED zinc finger ;hAT family dimerisation domain	-	-
Potri.010G016800	-	-	-	-	-
Potri.010G016900	AT3G53270.5	-	Small nuclear RNA activating complex (SNAPc), subunit SNAP43 protein	-	-
Potri.010G017000	AT4G27290.1	-	S-locus lectin protein kinase family protein	-	-
Potri.010G017100	AT4G21380.1	ARK3,RK3	receptor kinase 3	-	-
Potri.010G017200	AT4G27300.1	-	S-locus lectin protein kinase family protein	-	-
Potri.010G017300	AT4G27290.1	-	S-locus lectin protein kinase family protein	-	-
Potri.010G017400	AT4G27290.1	-	S-locus lectin protein kinase family protein	-	-
Potri.010G017500	AT4G27300.1	-	S-locus lectin protein kinase family protein	-	-
Potri.010G017600	AT4G21380.1	ARK3,RK3	receptor kinase 3	-	-
Potri.010G017700	AT5G05800.2	-	-	-	-
Potri.010G017800	AT4G27290.1	-	S-locus lectin protein kinase family protein	-	-
Potri.010G017900	AT4G21380.1	ARK3,RK3	receptor kinase 3	-	-
Potri.010G018000	AT4G27300.1	-	S-locus lectin protein kinase family protein	-	-
Potri.010G018100	AT4G27290.1	-	S-locus lectin protein kinase family protein	-	-
Potri.010G018200	AT4G27290.1	-	S-locus lectin protein kinase family protein	-	-
Potri.010G018300	AT4G27290.1	-	S-locus lectin protein kinase family protein	-	-
Potri.010G018400	AT4G21380.1	ARK3,RK3	receptor kinase 3	-	-
Potri.010G018500	AT4G27290.1	-	S-locus lectin protein kinase family protein	-	-
Potri.010G018600	AT4G21380.1	ARK3,RK3	receptor kinase 3	-	-
Potri.010G018700	AT4G21380.1	ARK3,RK3	receptor kinase 3	-	-
Potri.010G018800	AT5G18750.1	-	DNAJ heat shock N-terminal domain-containing protein	-	-
Potri.010G018900	AT2G36980.1	-	Tetratricopeptide repeat (TPR)-like superfamily protein	-	-
Potri.010G019000	AT3G06350.1	EMB3004,MEE32	dehydroquinate dehydratase, putative / shikimate dehydrogenase, putative	-	-
Potri.010G019100	-	-	-	-	-
Potri.010G019200	AT2G28290.1	CHR3,SYD	P-loop containing nucleoside triphosphate hydrolases superfamily protein	-	-
Potri.010G019300	-	-	-	-	-
Potri.010G019400	AT2G28290.1	CHR3,SYD	P-loop containing nucleoside triphosphate hydrolases superfamily protein	-	-
Potri.010G019500	AT5G18640.1	-	alpha/beta-Hydrolases superfamily protein	-	-
Potri.010G019600	AT4G39160.2	-	Homeodomain-like superfamily protein	MYB_related	MYB_related
Potri.010G019700	AT5G28780.1	-	PIF1 helicase	-	-
Potri.010G019800	AT3G06400.2	CHR11	chromatin-remodeling protein 11	-	-
Potri.010G019900	AT5G18610.1	-	Protein kinase superfamily protein	-	-
Potri.010G020000	AT4G27290.1	-	S-locus lectin protein kinase family protein	-	-
Potri.010G020100	-	-	-	-	-
Potri.010G020200	AT4G27290.1	-	S-locus lectin protein kinase family protein	-	-
Potri.010G020300	AT4G21380.1	ARK3,RK3	receptor kinase 3	-	-
Potri.010G020400	AT5G27240.1	-	DNAJ heat shock N-terminal domain-containing protein	-	-
Potri.010G020500	AT2G36980.1	-	Tetratricopeptide repeat (TPR)-like superfamily protein	-	-
Potri.010G020600	AT3G06350.1	EMB3004,MEE32	dehydroquinate dehydratase, putative / shikimate dehydrogenase, putative	-	-
Potri.010G020700	-	-	-	-	-
Potri.010G020800	AT5G18640.1	-	alpha/beta-Hydrolases superfamily protein	-	-
Potri.010G020900	AT4G39160.2	-	Homeodomain-like superfamily protein	MYB_related	MYB_related
Potri.010G021000	-	-	-	-	-
Potri.010G021100	AT1G67580.2	-	Protein kinase superfamily protein	-	-
Potri.010G021200	AT5G41980.1	-	-	-	-
Potri.010G021300	AT5G28780.1	-	PIF1 helicase	-	-
Potri.010G021400	AT3G06400.2	CHR11	chromatin-remodeling protein 11	-	-
Potri.010G021500	AT5G18610.2	-	Protein kinase superfamily protein	-	-
Potri.010G021600	AT5G18610.1	-	Protein kinase superfamily protein	-	-
Potri.010G021700	-	-	-	-	-
Potri.010G021800	AT5G18600.1	-	Thioredoxin superfamily protein	-	-
Potri.010G021900	-	-	-	-	-
Potri.010G022000	AT5G18590.2	-	Galactose oxidase/kelch repeat superfamily protein	-	-
Potri.010G022100	AT2G39090.1	-	tetratricopeptide repeat (TPR)-containing protein	-	-
Potri.010G022200	AT5G41980.1	-	-	-	-
Potri.010G022300	AT5G18580.1	EMB40,FASS,FASS 2,FS1,GDO,TON2	tonneau 2 (TON2)	-	-
Potri.010G022400	AT5G18570.1	ATOBGC,CPSAR1,EMB269	GTP1/OBG family protein	-	-
Potri.010G022500	AT5G18550.1	-	Zinc finger C-x8-C-x5-C-x3-H type family protein	C3H	C3H
Potri.010G022600	-	-	-	-	-
Potri.010G022700	AT5G07900.1	-	Mitochondrial transcription termination factor family protein	-	-
Potri.010G022800	AT5G46160.2	-	Ribosomal protein L14p/L23e family protein	-	-
Potri.010G022900	-	-	-	-	-
Potri.010G023000	-	-	-	-	-
Potri.010G023100	AT1G29900.1	CARB	carbamoyl phosphate synthetase B	-	-
Potri.010G023200	AT3G21430.2	ALY3,ATALY3	DNA binding	MYB_related	-
Potri.010G023300	-	-	-	-	-
Potri.010G023400	AT3G21430.2	ALY3,ATALY3	DNA binding	MYB_related	MYB_related
Potri.010G023500	AT1G09020.1	ATSNF4,SNF4	homolog of yeast sucrose nonfermenting 4	-	-
Potri.010G023600	AT3G21420.1	-	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein	-	-
Potri.010G023700	-	-	-	-	-
Potri.010G023800	AT4G02570.4	ATCUL1,AXR6,CUL1	cullin 1	-	-
Potri.010G023900	AT2G47820.2	-	-	-	-
Potri.010G024000	AT3G21400.1	-	-	-	-
Potri.010G024100	AT5G48970.1	-	Mitochondrial substrate carrier family protein	-	-
Potri.010G024200	AT1G09070.1	(AT)SRC2,SRC2	soybean gene regulated by cold-2	-	-
Potri.010G024300	AT2G47730.1	ATGSTF5,ATGSTF8,GST6,GSTF8	glutathione S-transferase phi 8	-	-
Potri.010G024400	AT4G15770.1	-	RNA binding	-	-
Potri.010G024500	AT5G24860.1	ATFPF1,FPF1	flowering promoting factor 1	-	-
Potri.010G024600	AT4G15790.1	-	-	-	-
Potri.010G024700	AT5G27690.1	-	Heavy metal transport/detoxification superfamily protein 	-	-
